"month","site","year","ppt"
"10","EE",1957,58
"10","FF",1957,54
"10","GG",1957,46
"10","HH",1957,47
"10","II",1957,51
"10","JJ",1957,57
"10","KK",1957,47
"10","MM",1957,40
"10","NN",1957,40
"10","QQ",1957,51
"10","RR",1957,49
"10","SS",1957,48
"10","AA",1957,46
"10","XX",1957,59
"10","YY",1957,62
"10","ZZ",1957,50
"10","TT",1957,59
"10","UU",1957,79
"10","VV",1957,65
"10","WW",1957,75
"10","PP",1957,44
"10","0N",1957,53
"10","05",1958,11
"10","06",1958,9
"10","07",1958,9
"10","08",1958,9
"10","09",1958,8
"10","10",1958,8
"10","0A",1958,9
"10","0B",1958,9
"10","0C",1958,15
"10","0D",1958,13
"10","0E",1958,18
"10","0F",1958,9
"10","0G",1958,11
"10","0H",1958,9
"10","0L",1958,33
"10","0Q",1958,17
"10","0R",1958,16
"10","0S",1958,18
"10","0T",1958,20
"10","0U",1958,17
"10","0V",1958,20
"10","0W",1958,17
"10","0X",1958,18
"10","0Y",1958,20
"10","0Z",1958,9
"10","BB",1958,23
"10","CC",1958,21
"10","DD",1958,21
"10","EE",1958,19
"10","FF",1958,21
"10","GG",1958,23
"10","HH",1958,21
"10","II",1958,23
"10","JJ",1958,20
"10","KK",1958,18
"10","MM",1958,19
"10","NN",1958,13
"10","QQ",1958,23
"10","RR",1958,18
"10","SS",1958,17
"10","AA",1958,11
"10","XX",1958,15
"10","YY",1958,18
"10","ZZ",1958,12
"10","TT",1958,10
"10","UU",1958,10
"10","VV",1958,9
"10","WW",1958,8
"10","PP",1958,22
"10","0N",1958,12
"10","05",1959,48
"10","06",1959,45
"10","07",1959,45
"10","08",1959,46
"10","09",1959,41
"10","10",1959,42
"10","0A",1959,44
"10","0B",1959,47
"10","0C",1959,55
"10","0D",1959,49
"10","0E",1959,62
"10","0F",1959,43
"10","0G",1959,53
"10","0H",1959,42
"10","0L",1959,67
"10","0Q",1959,48
"10","0R",1959,33
"10","0S",1959,37
"10","0T",1959,44
"10","0U",1959,36
"10","0V",1959,46
"10","0W",1959,49
"10","0X",1959,49
"10","0Y",1959,47
"10","0Z",1959,52
"10","BB",1959,47
"10","CC",1959,50
"10","DD",1959,37
"10","EE",1959,33
"10","FF",1959,42
"10","GG",1959,31
"10","HH",1959,31
"10","II",1959,28
"10","JJ",1959,28
"10","KK",1959,30
"10","MM",1959,46
"10","NN",1959,42
"10","QQ",1959,27
"10","RR",1959,31
"10","SS",1959,31
"10","AA",1959,54
"10","XX",1959,51
"10","YY",1959,35
"10","ZZ",1959,55
"10","TT",1959,45
"10","UU",1959,44
"10","VV",1959,41
"10","WW",1959,40
"10","PP",1959,30
"10","0N",1959,47
"10","05",1960,22
"10","06",1960,18
"10","07",1960,18
"10","08",1960,18
"10","09",1960,16
"10","10",1960,17
"10","0A",1960,18
"10","0B",1960,19
"10","0C",1960,26
"10","0D",1960,26
"10","0E",1960,31
"10","0F",1960,18
"10","0G",1960,22
"10","0H",1960,17
"10","0L",1960,32
"10","0Q",1960,26
"10","0R",1960,17
"10","0S",1960,21
"10","0T",1960,22
"10","0U",1960,17
"10","0V",1960,21
"10","0W",1960,25
"10","0X",1960,25
"10","0Y",1960,24
"10","0Z",1960,30
"10","BB",1960,26
"10","CC",1960,28
"10","DD",1960,21
"10","EE",1960,20
"10","FF",1960,23
"10","GG",1960,23
"10","HH",1960,22
"10","II",1960,23
"10","JJ",1960,22
"10","KK",1960,18
"10","MM",1960,24
"10","NN",1960,24
"10","QQ",1960,23
"10","RR",1960,17
"10","SS",1960,16
"10","AA",1960,23
"10","XX",1960,26
"10","YY",1960,26
"10","ZZ",1960,24
"10","TT",1960,28
"10","UU",1960,34
"10","VV",1960,29
"10","WW",1960,32
"10","PP",1960,23
"10","0N",1960,27
"10","05",1961,32
"10","06",1961,26
"10","07",1961,26
"10","08",1961,26
"10","09",1961,24
"10","10",1961,25
"10","0A",1961,26
"10","0B",1961,27
"10","0C",1961,39
"10","0D",1961,37
"10","0E",1961,45
"10","0F",1961,26
"10","0G",1961,32
"10","0H",1961,25
"10","0L",1961,59
"10","0Q",1961,40
"10","0R",1961,30
"10","0S",1961,31
"10","0T",1961,34
"10","0U",1961,33
"10","0V",1961,36
"10","0W",1961,39
"10","0X",1961,39
"10","0Y",1961,37
"10","0Z",1961,46
"10","BB",1961,41
"10","CC",1961,38
"10","DD",1961,41
"10","EE",1961,42
"10","FF",1961,40
"10","GG",1961,58
"10","HH",1961,54
"10","II",1961,53
"10","JJ",1961,46
"10","KK",1961,44
"10","MM",1961,39
"10","NN",1961,40
"10","QQ",1961,53
"10","RR",1961,38
"10","SS",1961,35
"10","AA",1961,32
"10","XX",1961,39
"10","YY",1961,39
"10","ZZ",1961,33
"10","TT",1961,49
"10","UU",1961,67
"10","VV",1961,55
"10","WW",1961,64
"10","PP",1961,56
"10","0N",1961,50
"10","05",1962,19
"10","06",1962,16
"10","07",1962,16
"10","08",1962,16
"10","09",1962,14
"10","10",1962,15
"10","0A",1962,16
"10","0B",1962,16
"10","0C",1962,23
"10","0D",1962,22
"10","0E",1962,27
"10","0F",1962,16
"10","0G",1962,19
"10","0H",1962,15
"10","0L",1962,35
"10","0Q",1962,20
"10","0R",1962,23
"10","0S",1962,26
"10","0T",1962,28
"10","0U",1962,25
"10","0V",1962,27
"10","0W",1962,20
"10","0X",1962,20
"10","0Y",1962,21
"10","0Z",1962,21
"10","BB",1962,27
"10","CC",1962,25
"10","DD",1962,26
"10","EE",1962,26
"10","FF",1962,26
"10","GG",1962,28
"10","HH",1962,27
"10","II",1962,25
"10","JJ",1962,25
"10","KK",1962,25
"10","MM",1962,20
"10","NN",1962,18
"10","QQ",1962,25
"10","RR",1962,25
"10","SS",1962,24
"10","AA",1962,19
"10","XX",1962,25
"10","YY",1962,25
"10","ZZ",1962,21
"10","TT",1962,20
"10","UU",1962,23
"10","VV",1962,20
"10","WW",1962,21
"10","PP",1962,27
"10","0N",1962,21
"10","05",1963,13
"10","06",1963,11
"10","07",1963,11
"10","08",1963,11
"10","09",1963,10
"10","10",1963,10
"10","0A",1963,11
"10","0B",1963,11
"10","0C",1963,14
"10","0D",1963,15
"10","0E",1963,17
"10","0F",1963,11
"10","0G",1963,12
"10","0H",1963,10
"10","0L",1963,31
"10","0Q",1963,19
"10","0R",1963,7
"10","0S",1963,9
"10","0T",1963,15
"10","0U",1963,8
"10","0V",1963,14
"10","0W",1963,19
"10","0X",1963,19
"10","0Y",1963,18
"10","0Z",1963,15
"10","BB",1963,14
"10","CC",1963,15
"10","DD",1963,11
"10","EE",1963,9
"10","FF",1963,12
"10","GG",1963,3
"10","HH",1963,3
"10","II",1963,4
"10","JJ",1963,5
"10","KK",1963,5
"10","MM",1963,20
"10","NN",1963,17
"10","QQ",1963,4
"10","RR",1963,6
"10","SS",1963,7
"10","AA",1963,12
"10","XX",1963,10
"10","YY",1963,7
"10","ZZ",1963,12
"10","TT",1963,17
"10","UU",1963,23
"10","VV",1963,19
"10","WW",1963,19
"10","PP",1963,3
"10","0N",1963,18
"10","05",1964,8
"10","06",1964,10
"10","07",1964,10
"10","08",1964,10
"10","09",1964,9
"10","10",1964,9
"10","0A",1964,9
"10","0B",1964,10
"10","0C",1964,11
"10","0D",1964,12
"10","0E",1964,13
"10","0F",1964,9
"10","0G",1964,11
"10","0H",1964,9
"10","0L",1964,20
"10","0Q",1964,11
"10","0R",1964,18
"10","0S",1964,20
"10","0T",1964,18
"10","0U",1964,17
"10","0V",1964,17
"10","0W",1964,11
"10","0X",1964,12
"10","0Y",1964,13
"10","0Z",1964,12
"10","BB",1964,17
"10","CC",1964,15
"10","DD",1964,17
"10","EE",1964,18
"10","FF",1964,17
"10","GG",1964,29
"10","HH",1964,27
"10","II",1964,23
"10","JJ",1964,20
"10","KK",1964,22
"10","MM",1964,12
"10","NN",1964,11
"10","QQ",1964,23
"10","RR",1964,20
"10","SS",1964,18
"10","AA",1964,11
"10","XX",1964,14
"10","YY",1964,18
"10","ZZ",1964,12
"10","TT",1964,14
"10","UU",1964,20
"10","VV",1964,16
"10","WW",1964,19
"10","PP",1964,28
"10","0N",1964,14
"10","05",1965,7
"10","06",1965,6
"10","07",1965,6
"10","08",1965,7
"10","09",1965,6
"10","10",1965,6
"10","0A",1965,7
"10","0B",1965,7
"10","0C",1965,9
"10","0D",1965,13
"10","0E",1965,13
"10","0F",1965,6
"10","0G",1965,10
"10","0H",1965,6
"10","0L",1965,22
"10","0Q",1965,7
"10","0R",1965,19
"10","0S",1965,22
"10","0T",1965,20
"10","0U",1965,19
"10","0V",1965,18
"10","0W",1965,8
"10","0X",1965,8
"10","0Y",1965,12
"10","0Z",1965,3
"10","BB",1965,19
"10","CC",1965,16
"10","DD",1965,21
"10","EE",1965,24
"10","FF",1965,20
"10","GG",1965,32
"10","HH",1965,30
"10","II",1965,31
"10","JJ",1965,28
"10","KK",1965,24
"10","MM",1965,10
"10","NN",1965,7
"10","QQ",1965,32
"10","RR",1965,22
"10","SS",1965,20
"10","AA",1965,11
"10","XX",1965,19
"10","YY",1965,26
"10","ZZ",1965,13
"10","TT",1965,7
"10","UU",1965,16
"10","VV",1965,12
"10","WW",1965,14
"10","PP",1965,31
"10","0N",1965,8
"10","05",1966,14
"10","06",1966,11
"10","07",1966,11
"10","08",1966,12
"10","09",1966,10
"10","10",1966,11
"10","0A",1966,12
"10","0B",1966,12
"10","0C",1966,15
"10","0D",1966,18
"10","0E",1966,19
"10","0F",1966,12
"10","0G",1966,16
"10","0H",1966,12
"10","0L",1966,26
"10","0Q",1966,16
"10","0R",1966,21
"10","0S",1966,22
"10","0T",1966,20
"10","0U",1966,22
"10","0V",1966,20
"10","0W",1966,15
"10","0X",1966,15
"10","0Y",1966,15
"10","0Z",1966,16
"10","BB",1966,25
"10","CC",1966,19
"10","DD",1966,31
"10","EE",1966,36
"10","FF",1966,27
"10","GG",1966,44
"10","HH",1966,41
"10","II",1966,46
"10","JJ",1966,42
"10","KK",1966,32
"10","MM",1966,17
"10","NN",1966,17
"10","QQ",1966,47
"10","RR",1966,28
"10","SS",1966,25
"10","AA",1966,18
"10","XX",1966,37
"10","YY",1966,47
"10","ZZ",1966,24
"10","TT",1966,25
"10","UU",1966,44
"10","VV",1966,33
"10","WW",1966,41
"10","PP",1966,43
"10","0N",1966,25
"10","05",1967,36
"10","06",1967,32
"10","07",1967,32
"10","08",1967,33
"10","09",1967,29
"10","10",1967,30
"10","0A",1967,31
"10","0B",1967,34
"10","0C",1967,39
"10","0D",1967,35
"10","0E",1967,44
"10","0F",1967,31
"10","0G",1967,38
"10","0H",1967,30
"10","0L",1967,54
"10","0Q",1967,38
"10","0R",1967,28
"10","0S",1967,31
"10","0T",1967,35
"10","0U",1967,30
"10","0V",1967,34
"10","0W",1967,37
"10","0X",1967,37
"10","0Y",1967,35
"10","0Z",1967,40
"10","BB",1967,35
"10","CC",1967,35
"10","DD",1967,30
"10","EE",1967,29
"10","FF",1967,32
"10","GG",1967,30
"10","HH",1967,30
"10","II",1967,28
"10","JJ",1967,28
"10","KK",1967,29
"10","MM",1967,36
"10","NN",1967,35
"10","QQ",1967,28
"10","RR",1967,29
"10","SS",1967,29
"10","AA",1967,39
"10","XX",1967,38
"10","YY",1967,31
"10","ZZ",1967,40
"10","TT",1967,39
"10","UU",1967,45
"10","VV",1967,39
"10","WW",1967,41
"10","PP",1967,29
"10","0N",1967,40
"10","05",1968,21
"10","06",1968,17
"10","07",1968,17
"10","08",1968,17
"10","09",1968,16
"10","10",1968,16
"10","0A",1968,17
"10","0B",1968,18
"10","0C",1968,25
"10","0D",1968,25
"10","0E",1968,30
"10","0F",1968,17
"10","0G",1968,21
"10","0H",1968,17
"10","0L",1968,36
"10","0Q",1968,26
"10","0R",1968,27
"10","0S",1968,30
"10","0T",1968,32
"10","0U",1968,29
"10","0V",1968,32
"10","0W",1968,26
"10","0X",1968,25
"10","0Y",1968,24
"10","0Z",1968,38
"10","BB",1968,29
"10","CC",1968,28
"10","DD",1968,27
"10","EE",1968,26
"10","FF",1968,28
"10","GG",1968,30
"10","HH",1968,30
"10","II",1968,24
"10","JJ",1968,24
"10","KK",1968,29
"10","MM",1968,25
"10","NN",1968,26
"10","QQ",1968,23
"10","RR",1968,28
"10","SS",1968,28
"10","AA",1968,21
"10","XX",1968,24
"10","YY",1968,23
"10","ZZ",1968,22
"10","TT",1968,37
"10","UU",1968,43
"10","VV",1968,38
"10","WW",1968,42
"10","PP",1968,29
"10","0N",1968,35
"10","05",1969,29
"10","06",1969,25
"10","07",1969,26
"10","08",1969,27
"10","09",1969,23
"10","10",1969,25
"10","0A",1969,26
"10","0B",1969,28
"10","0C",1969,29
"10","0D",1969,31
"10","0E",1969,35
"10","0F",1969,25
"10","0G",1969,35
"10","0H",1969,25
"10","0L",1969,26
"10","0Q",1969,23
"10","0R",1969,13
"10","0S",1969,15
"10","0T",1969,17
"10","0U",1969,14
"10","0V",1969,17
"10","0W",1969,22
"10","0X",1969,21
"10","0Y",1969,19
"10","0Z",1969,37
"10","BB",1969,26
"10","CC",1969,27
"10","DD",1969,22
"10","EE",1969,21
"10","FF",1969,24
"10","GG",1969,12
"10","HH",1969,12
"10","II",1969,10
"10","JJ",1969,15
"10","KK",1969,13
"10","MM",1969,21
"10","NN",1969,25
"10","QQ",1969,9
"10","RR",1969,14
"10","SS",1969,13
"10","AA",1969,37
"10","XX",1969,36
"10","YY",1969,29
"10","ZZ",1969,38
"10","TT",1969,37
"10","UU",1969,48
"10","VV",1969,40
"10","WW",1969,46
"10","PP",1969,12
"10","0N",1969,33
"10","05",1970,37
"10","06",1970,32
"10","07",1970,32
"10","08",1970,34
"10","09",1970,29
"10","10",1970,30
"10","0A",1970,32
"10","0B",1970,36
"10","0C",1970,40
"10","0D",1970,37
"10","0E",1970,45
"10","0F",1970,31
"10","0G",1970,40
"10","0H",1970,30
"10","0L",1970,35
"10","0Q",1970,35
"10","0R",1970,18
"10","0S",1970,19
"10","0T",1970,21
"10","0U",1970,21
"10","0V",1970,24
"10","0W",1970,35
"10","0X",1970,33
"10","0Y",1970,26
"10","0Z",1970,54
"10","BB",1970,30
"10","CC",1970,31
"10","DD",1970,25
"10","EE",1970,23
"10","FF",1970,27
"10","GG",1970,21
"10","HH",1970,21
"10","II",1970,20
"10","JJ",1970,21
"10","KK",1970,20
"10","MM",1970,31
"10","NN",1970,36
"10","QQ",1970,20
"10","RR",1970,20
"10","SS",1970,19
"10","AA",1970,41
"10","XX",1970,39
"10","YY",1970,30
"10","ZZ",1970,41
"10","TT",1970,47
"10","UU",1970,48
"10","VV",1970,44
"10","WW",1970,46
"10","PP",1970,20
"10","0N",1970,44
"10","05",1971,8
"10","06",1971,7
"10","07",1971,7
"10","08",1971,7
"10","09",1971,6
"10","10",1971,6
"10","0A",1971,7
"10","0B",1971,9
"10","0C",1971,8
"10","0D",1971,10
"10","0E",1971,11
"10","0F",1971,7
"10","0G",1971,10
"10","0H",1971,7
"10","0L",1971,16
"10","0Q",1971,6
"10","0R",1971,9
"10","0S",1971,11
"10","0T",1971,11
"10","0U",1971,9
"10","0V",1971,10
"10","0W",1971,6
"10","0X",1971,6
"10","0Y",1971,7
"10","0Z",1971,9
"10","BB",1971,12
"10","CC",1971,11
"10","DD",1971,12
"10","EE",1971,12
"10","FF",1971,12
"10","GG",1971,14
"10","HH",1971,13
"10","II",1971,14
"10","JJ",1971,12
"10","KK",1971,11
"10","MM",1971,7
"10","NN",1971,8
"10","QQ",1971,14
"10","RR",1971,10
"10","SS",1971,10
"10","AA",1971,11
"10","XX",1971,13
"10","YY",1971,15
"10","ZZ",1971,12
"10","TT",1971,14
"10","UU",1971,27
"10","VV",1971,19
"10","WW",1971,27
"10","PP",1971,14
"10","0N",1971,13
"10","05",1972,22
"10","06",1972,19
"10","07",1972,19
"10","08",1972,19
"10","09",1972,17
"10","10",1972,18
"10","0A",1972,19
"10","0B",1972,20
"10","0C",1972,27
"10","0D",1972,29
"10","0E",1972,34
"10","0F",1972,19
"10","0G",1972,27
"10","0H",1972,19
"10","0L",1972,35
"10","0Q",1972,19
"10","0R",1972,29
"10","0S",1972,32
"10","0T",1972,33
"10","0U",1972,31
"10","0V",1972,33
"10","0W",1972,20
"10","0X",1972,21
"10","0Y",1972,25
"10","0Z",1972,18
"10","BB",1972,37
"10","CC",1972,34
"10","DD",1972,36
"10","EE",1972,36
"10","FF",1972,36
"10","GG",1972,30
"10","HH",1972,30
"10","II",1972,28
"10","JJ",1972,32
"10","KK",1972,30
"10","MM",1972,22
"10","NN",1972,17
"10","QQ",1972,28
"10","RR",1972,31
"10","SS",1972,30
"10","AA",1972,29
"10","XX",1972,35
"10","YY",1972,36
"10","ZZ",1972,30
"10","TT",1972,20
"10","UU",1972,26
"10","VV",1972,22
"10","WW",1972,26
"10","PP",1972,29
"10","0N",1972,19
"10","05",1973,43
"10","06",1973,38
"10","07",1973,38
"10","08",1973,38
"10","09",1973,35
"10","10",1973,36
"10","0A",1973,38
"10","0B",1973,39
"10","0C",1973,48
"10","0D",1973,47
"10","0E",1973,56
"10","0F",1973,37
"10","0G",1973,48
"10","0H",1973,37
"10","0L",1973,57
"10","0Q",1973,35
"10","0R",1973,30
"10","0S",1973,32
"10","0T",1973,38
"10","0U",1973,33
"10","0V",1973,40
"10","0W",1973,35
"10","0X",1973,36
"10","0Y",1973,39
"10","0Z",1973,32
"10","BB",1973,46
"10","CC",1973,45
"10","DD",1973,42
"10","EE",1973,40
"10","FF",1973,43
"10","GG",1973,28
"10","HH",1973,29
"10","II",1973,29
"10","JJ",1973,34
"10","KK",1973,30
"10","MM",1973,35
"10","NN",1973,30
"10","QQ",1973,29
"10","RR",1973,31
"10","SS",1973,31
"10","AA",1973,50
"10","XX",1973,57
"10","YY",1973,48
"10","ZZ",1973,54
"10","TT",1973,29
"10","UU",1973,30
"10","VV",1973,27
"10","WW",1973,26
"10","PP",1973,27
"10","0N",1973,31
"10","05",1974,10
"10","06",1974,9
"10","07",1974,9
"10","08",1974,9
"10","09",1974,8
"10","10",1974,8
"10","0A",1974,9
"10","0B",1974,9
"10","0C",1974,11
"10","0D",1974,13
"10","0E",1974,13
"10","0F",1974,9
"10","0G",1974,11
"10","0H",1974,9
"10","0L",1974,20
"10","0Q",1974,12
"10","0R",1974,12
"10","0S",1974,14
"10","0T",1974,15
"10","0U",1974,12
"10","0V",1974,14
"10","0W",1974,11
"10","0X",1974,11
"10","0Y",1974,12
"10","0Z",1974,18
"10","BB",1974,14
"10","CC",1974,14
"10","DD",1974,14
"10","EE",1974,12
"10","FF",1974,14
"10","GG",1974,16
"10","HH",1974,15
"10","II",1974,14
"10","JJ",1974,13
"10","KK",1974,13
"10","MM",1974,13
"10","NN",1974,14
"10","QQ",1974,14
"10","RR",1974,12
"10","SS",1974,12
"10","AA",1974,12
"10","XX",1974,15
"10","YY",1974,15
"10","ZZ",1974,14
"10","TT",1974,19
"10","UU",1974,25
"10","VV",1974,21
"10","WW",1974,25
"10","PP",1974,15
"10","0N",1974,20
"10","05",1975,22
"10","06",1975,19
"10","07",1975,20
"10","08",1975,20
"10","09",1975,18
"10","10",1975,19
"10","0A",1975,19
"10","0B",1975,21
"10","0C",1975,26
"10","0D",1975,25
"10","0E",1975,32
"10","0F",1975,19
"10","0G",1975,24
"10","0H",1975,19
"10","0L",1975,43
"10","0Q",1975,25
"10","0R",1975,30
"10","0S",1975,31
"10","0T",1975,33
"10","0U",1975,32
"10","0V",1975,34
"10","0W",1975,25
"10","0X",1975,26
"10","0Y",1975,28
"10","0Z",1975,22
"10","BB",1975,34
"10","CC",1975,31
"10","DD",1975,35
"10","EE",1975,37
"10","FF",1975,34
"10","GG",1975,34
"10","HH",1975,33
"10","II",1975,34
"10","JJ",1975,36
"10","KK",1975,33
"10","MM",1975,26
"10","NN",1975,21
"10","QQ",1975,34
"10","RR",1975,33
"10","SS",1975,32
"10","AA",1975,25
"10","XX",1975,34
"10","YY",1975,36
"10","ZZ",1975,28
"10","TT",1975,23
"10","UU",1975,31
"10","VV",1975,26
"10","WW",1975,28
"10","PP",1975,32
"10","0N",1975,23
"10","05",1976,17
"10","06",1976,14
"10","07",1976,14
"10","08",1976,15
"10","09",1976,13
"10","10",1976,14
"10","0A",1976,15
"10","0B",1976,16
"10","0C",1976,19
"10","0D",1976,22
"10","0E",1976,25
"10","0F",1976,15
"10","0G",1976,21
"10","0H",1976,14
"10","0L",1976,23
"10","0Q",1976,14
"10","0R",1976,20
"10","0S",1976,20
"10","0T",1976,18
"10","0U",1976,22
"10","0V",1976,19
"10","0W",1976,13
"10","0X",1976,13
"10","0Y",1976,16
"10","0Z",1976,14
"10","BB",1976,30
"10","CC",1976,26
"10","DD",1976,34
"10","EE",1976,37
"10","FF",1976,31
"10","GG",1976,34
"10","HH",1976,33
"10","II",1976,34
"10","JJ",1976,37
"10","KK",1976,29
"10","MM",1976,14
"10","NN",1976,14
"10","QQ",1976,35
"10","RR",1976,28
"10","SS",1976,25
"10","AA",1976,22
"10","XX",1976,36
"10","YY",1976,41
"10","ZZ",1976,27
"10","TT",1976,15
"10","UU",1976,20
"10","VV",1976,17
"10","WW",1976,19
"10","PP",1976,32
"10","0N",1976,16
"10","05",1977,8
"10","06",1977,7
"10","07",1977,7
"10","08",1977,7
"10","09",1977,6
"10","10",1977,7
"10","0A",1977,7
"10","0B",1977,8
"10","0C",1977,14
"10","0D",1977,19
"10","0E",1977,20
"10","0F",1977,7
"10","0G",1977,10
"10","0H",1977,7
"10","0L",1977,29
"10","0Q",1977,9
"10","0R",1977,25
"10","0S",1977,28
"10","0T",1977,30
"10","0U",1977,25
"10","0V",1977,28
"10","0W",1977,10
"10","0X",1977,11
"10","0Y",1977,21
"10","0Z",1977,3
"10","BB",1977,29
"10","CC",1977,26
"10","DD",1977,30
"10","EE",1977,30
"10","FF",1977,29
"10","GG",1977,26
"10","HH",1977,26
"10","II",1977,24
"10","JJ",1977,28
"10","KK",1977,26
"10","MM",1977,13
"10","NN",1977,8
"10","QQ",1977,23
"10","RR",1977,27
"10","SS",1977,26
"10","AA",1977,11
"10","XX",1977,16
"10","YY",1977,18
"10","ZZ",1977,13
"10","TT",1977,6
"10","UU",1977,10
"10","VV",1977,7
"10","WW",1977,8
"10","PP",1977,25
"10","0N",1977,7
"10","05",1978,15
"10","06",1978,12
"10","07",1978,12
"10","08",1978,13
"10","09",1978,11
"10","10",1978,12
"10","0A",1978,13
"10","0B",1978,13
"10","0C",1978,18
"10","0D",1978,19
"10","0E",1978,21
"10","0F",1978,13
"10","0G",1978,16
"10","0H",1978,12
"10","0L",1978,24
"10","0Q",1978,18
"10","0R",1978,11
"10","0S",1978,12
"10","0T",1978,14
"10","0U",1978,11
"10","0V",1978,13
"10","0W",1978,17
"10","0X",1978,16
"10","0Y",1978,14
"10","0Z",1978,23
"10","BB",1978,19
"10","CC",1978,18
"10","DD",1978,19
"10","EE",1978,20
"10","FF",1978,18
"10","GG",1978,21
"10","HH",1978,19
"10","II",1978,23
"10","JJ",1978,22
"10","KK",1978,15
"10","MM",1978,17
"10","NN",1978,20
"10","QQ",1978,24
"10","RR",1978,13
"10","SS",1978,12
"10","AA",1978,17
"10","XX",1978,24
"10","YY",1978,26
"10","ZZ",1978,19
"10","TT",1978,25
"10","UU",1978,33
"10","VV",1978,28
"10","WW",1978,31
"10","PP",1978,20
"10","0N",1978,26
"10","05",1979,15
"10","06",1979,12
"10","07",1979,12
"10","08",1979,13
"10","09",1979,11
"10","10",1979,12
"10","0A",1979,12
"10","0B",1979,13
"10","0C",1979,20
"10","0D",1979,19
"10","0E",1979,24
"10","0F",1979,12
"10","0G",1979,16
"10","0H",1979,12
"10","0L",1979,31
"10","0Q",1979,19
"10","0R",1979,15
"10","0S",1979,17
"10","0T",1979,22
"10","0U",1979,17
"10","0V",1979,21
"10","0W",1979,19
"10","0X",1979,20
"10","0Y",1979,21
"10","0Z",1979,23
"10","BB",1979,24
"10","CC",1979,25
"10","DD",1979,21
"10","EE",1979,20
"10","FF",1979,22
"10","GG",1979,14
"10","HH",1979,14
"10","II",1979,16
"10","JJ",1979,17
"10","KK",1979,13
"10","MM",1979,21
"10","NN",1979,18
"10","QQ",1979,16
"10","RR",1979,14
"10","SS",1979,15
"10","AA",1979,16
"10","XX",1979,20
"10","YY",1979,21
"10","ZZ",1979,17
"10","TT",1979,23
"10","UU",1979,31
"10","VV",1979,26
"10","WW",1979,30
"10","PP",1979,14
"10","0N",1979,23
"10","05",1980,16
"10","06",1980,13
"10","07",1980,13
"10","08",1980,13
"10","09",1980,12
"10","10",1980,12
"10","0A",1980,13
"10","0B",1980,12
"10","0C",1980,19
"10","0D",1980,18
"10","0E",1980,22
"10","0F",1980,13
"10","0G",1980,13
"10","0H",1980,12
"10","0L",1980,22
"10","0Q",1980,17
"10","0R",1980,9
"10","0S",1980,10
"10","0T",1980,12
"10","0U",1980,9
"10","0V",1980,12
"10","0W",1980,17
"10","0X",1980,17
"10","0Y",1980,16
"10","0Z",1980,23
"10","BB",1980,17
"10","CC",1980,18
"10","DD",1980,13
"10","EE",1980,10
"10","FF",1980,15
"10","GG",1980,10
"10","HH",1980,10
"10","II",1980,8
"10","JJ",1980,8
"10","KK",1980,10
"10","MM",1980,16
"10","NN",1980,17
"10","QQ",1980,8
"10","RR",1980,10
"10","SS",1980,9
"10","AA",1980,13
"10","XX",1980,10
"10","YY",1980,6
"10","ZZ",1980,12
"10","TT",1980,23
"10","UU",1980,29
"10","VV",1980,25
"10","WW",1980,28
"10","PP",1980,10
"10","0N",1980,21
"10","05",1981,34
"10","06",1981,29
"10","07",1981,29
"10","08",1981,29
"10","09",1981,26
"10","10",1981,28
"10","0A",1981,29
"10","0B",1981,30
"10","0C",1981,39
"10","0D",1981,37
"10","0E",1981,45
"10","0F",1981,29
"10","0G",1981,36
"10","0H",1981,28
"10","0L",1981,39
"10","0Q",1981,33
"10","0R",1981,25
"10","0S",1981,25
"10","0T",1981,23
"10","0U",1981,26
"10","0V",1981,26
"10","0W",1981,33
"10","0X",1981,32
"10","0Y",1981,27
"10","0Z",1981,49
"10","BB",1981,40
"10","CC",1981,36
"10","DD",1981,39
"10","EE",1981,39
"10","FF",1981,39
"10","GG",1981,53
"10","HH",1981,49
"10","II",1981,45
"10","JJ",1981,42
"10","KK",1981,38
"10","MM",1981,30
"10","NN",1981,33
"10","QQ",1981,46
"10","RR",1981,33
"10","SS",1981,30
"10","AA",1981,38
"10","XX",1981,45
"10","YY",1981,47
"10","ZZ",1981,39
"10","TT",1981,45
"10","UU",1981,51
"10","VV",1981,45
"10","WW",1981,48
"10","PP",1981,52
"10","0N",1981,42
"10","05",1982,26
"10","06",1982,23
"10","07",1982,23
"10","08",1982,23
"10","09",1982,21
"10","10",1982,21
"10","0A",1982,22
"10","0B",1982,23
"10","0C",1982,29
"10","0D",1982,23
"10","0E",1982,32
"10","0F",1982,22
"10","0G",1982,25
"10","0H",1982,21
"10","0L",1982,37
"10","0Q",1982,30
"10","0R",1982,22
"10","0S",1982,24
"10","0T",1982,24
"10","0U",1982,22
"10","0V",1982,24
"10","0W",1982,30
"10","0X",1982,30
"10","0Y",1982,25
"10","0Z",1982,33
"10","BB",1982,23
"10","CC",1982,25
"10","DD",1982,21
"10","EE",1982,21
"10","FF",1982,22
"10","GG",1982,27
"10","HH",1982,26
"10","II",1982,21
"10","JJ",1982,21
"10","KK",1982,23
"10","MM",1982,26
"10","NN",1982,27
"10","QQ",1982,21
"10","RR",1982,22
"10","SS",1982,22
"10","AA",1982,24
"10","XX",1982,23
"10","YY",1982,21
"10","ZZ",1982,24
"10","TT",1982,29
"10","UU",1982,30
"10","VV",1982,28
"10","WW",1982,27
"10","PP",1982,26
